record_id,altitude,wildlife_struck_actual,effect_impact,effect_damage,flight_date,phase_of_flight,conditions_sky,remains_collected,remains_sent,remarks,wildlife_id,warning,cost,injuries
252344,1,1,None,No damage,3/23/2008,Approach,No Cloud,0,0,HIT BELOW F/O WINDOW.,5,0,0,0
254777,0,1,None,No damage,3/23/2008,Landing Roll,No Cloud,0,0,,5,1,0,0
250079,1,1,None,No damage,3/23/2008,Approach,No Cloud,0,0,,5,0,0,0
253565,1,1,None,Cause damage,3/24/2008,Descent,No Cloud,0,0,"2 DENTS ABOUT 2 AND 3"" IN DIAMETER FOUND ON LEFT SIDE OF NOSE ALONG WITH BLOOD & FEATHERS JUST AFT OF RADOME.",0,0,0,0
248581,0,1,None,No damage,3/25/2008,Approach,No Cloud,0,0,"STRIKE DURING LDG FLARE. REMAINS FOUND AT 7500 FT TO GO FOR 13R, 50' FT S OF CENTERLINE.",2960,1,0,0
253732,0,1,None,Cause damage,3/25/2008,Take-off run,No Cloud,0,0,FAN BLADES DAMAGED.,5,0,0,0
253731,0,1,None,Cause damage,3/25/2008,Landing Roll,Some Cloud,0,0,"ID BY SMITHSONAIN, PHOTO CONFIRMATION. ATIS WARNING.",4737,1,0,0
253619,0,1,None,No damage,3/26/2008,Landing Roll,No Cloud,0,0,NO DMG.,168,0,0,0
252126,0,1,None,No damage,3/26/2008,Take-off run,No Cloud,0,0,ARPT OPS OVERHEARD CALL FROM PILOT TO RIC ATC REGARDING POSSIBLE BIRDSTRIKE DURING TAKE OFF ROLL ON RWY 16. RECOVERED REMAINS AT ABOUT 6500' DISTANCE TO GO ON RWY.,45,0,0,0
253242,0,1,Other,Cause damage,3/26/2008,Take-off run,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2422 & 2381 A & B.100% DNA MATCH. BIRDSTRIKE AT ROTATION. CREW DID NOT NOTICE DMG UNTIL INSPN AT KONT. DENT WAS 5"" BY 8"" AND 1"" DEEP. LOTS OF BLOOD ON LEFT ENG COWL AND PYLON. A/C WAS REMOVED FROM SERVICE. PHOTOS OF DMG.  DELAYED FL",2026,1,16234,0
250738,0,1,None,No damage,3/27/2008,Approach,Some Cloud,0,0,A/C TO BE CHECKED OUT. DMG UNKN,0,1,0,0
252723,0,1,None,No damage,3/27/2008,Take-off run,Some Cloud,0,0,"SINGLE, SMALL BIRD INGESTED INTO #1 ENG ON T/O. NO ADVERSE EFFECT TO ENG OPS.",5,0,0,0
254130,1,1,None,No damage,3/27/2008,Approach,No Cloud,0,0,STRIKE WAS ON APPCH ON RT BASE LEG. FOUND BLOOD ALONG LWR SECTION OF FUSELAGE DIRECTLY OVER THE STENCILED NAME OF THE A/C.,0,0,0,0
254422,0,1,None,No damage,3/27/2008,Take-off run,Overcast,0,0,LOCATED 500' SOUTH OF RWY 9L/27R.,45,1,0,0
250637,0,1,None,Cause damage,3/27/2008,Approach,Some Cloud,0,0,1,0,0,0,0
249877,0,1,None,No damage,3/28/2008,Landing Roll,Some Cloud,0,0,LOCATD AT RWY MIDPOINT,6924,1,0,0
255604,0,1,None,No damage,3/29/2008,Landing Roll,No Cloud,0,0,,2026,1,0,0
253268,1,1,None,No damage,3/30/2008,Approach,No Cloud,0,0,3-4 BIRDS SEEN. VERY SML.,5,0,0,0
255441,1,1,,No damage,,,Some Cloud,0,0,,5,0,0,0
254190,1,1,None,No damage,3/30/2008,Approach,Some Cloud,0,0,,5,1,0,0
255428,0,1,None,No damage,3/31/2008,Approach,Some Cloud,0,0,NO DMG.,2026,1,0,0
250764,0,1,None,No damage,3/31/2008,Climb,Some Cloud,0,0,OCCURRED RIGHT AFTER LIFT OFF. NO DMG.,0,1,0,0
254579,0,1,None,No damage,3/31/2008,Approach,Overcast,0,0,,5,0,0,0
254516,0,1,None,No damage,4/1/2008,Approach,No Cloud,0,0,INSPN AND CLEANED. NO DMG.,0,0,0,0
254517,0,1,None,No damage,4/1/2008,Landing Roll,No Cloud,0,0,BIRDSTRIKE JUST ABOVE WINDSHLD NEAR CENTER OF A/C. RWY INSPN FOUND NO REMAINS. PILOT BELIEVES BIRD MAY HAVE BEEN EITHER A GULL OR A DUCK.,0,1,0,0
247337,1,1,None,No damage,4/2/2008,Approach,No Cloud,0,0,EVENT 17755. LOTS OF GUTS ON WINDOW. NO APPARENT DMG.,75,0,0,0
256526,1,1,,No damage,,,Some Cloud,0,0,,5,0,0,0
253954,1,1,None,No damage,4/2/2008,Approach,No Cloud,0,0,BIRDSTRIKE TO F/O WINDSCREEN. MX INSPN. NO DMG.,5,1,0,0
254108,1,1,None,No damage,4/2/2008,Climb,No Cloud,0,0,,5,0,0,0
253547,0,1,None,No damage,4/3/2008,Approach,No Cloud,0,0,,0,0,0,0
254632,0,1,None,No damage,4/3/2008,Landing Roll,Overcast,0,0,"ABOUT 2,000 FT AFTER LAND ROLL, 2 CANANDA GEESE APPROACHED ROM L SIDE OF RWY THEN FLW DOWN RWY CENTERLINE AT 10-12' ALTITUDE. AFTER ABOUT 1000' AS WE SLOWED TO 110 KTS, 1 FLEW UP AND HIT THE TOP LEFT CORNER OF F/O'S WINDSHLD. BOTH ENGINES AND INSTRUMENTS",11,0,0,0
254468,0,1,None,No damage,4/3/2008,Approach,No Cloud,0,0,BIRDSTRIKE RT SIDE LWR FUSELAGE. INSPN. NO DEFECTS.,5,0,0,0
252499,0,1,None,No damage,4/3/2008,Climb,Some Cloud,0,0,"EVIDENCE OF BIRDSTRIKE FOUND ON POST FLT INSPN. NEVER SEEN IN FLT. (DATA ENTRY NOTE: CAPT FILED REPORT AND INDICATED STRIKEW AS AT 50' AGL 140 KTS ON APPROACH INTO BNA RWY 20R, HOWEVER COMMENTS INDICATE THIS WAS ALL UNKNOWN. WILL CONTACT PILOT TO FIND OUT",5,0,0,0
254719,0,1,None,No damage,4/3/2008,Take-off run,Some Cloud,0,0,PILOT REPTD POSSIBLE BIRDSTRIKE ON DEPR ROLL 24L @ TWY W. FOUND 3 BIRDS E OF TWY 2. ID BY USDA/WS.,47,0,0,0
252498,0,1,None,No damage,4/3/2008,Take-off run,Some Cloud,0,0,REMAINS FOUND AT INTXN OF RWY 21R & 27R.. NO DMG. FLT CONTD.,2026,1,0,0
247334,0,1,None,No damage,4/4/2008,Climb,No Cloud,0,0,,5,0,0,0
247335,0,1,None,No damage,4/4/2008,Take-off run,Some Cloud,0,0,,5,1,0,0
249595,0,1,None,Cause damage,4/4/2008,Approach,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2392. MINOR DMG. REPLACED PART OF LEADING EDGE AND DE-ICE BOOT. 3/8"" DEEP AND 2-3"" LONG.",81,1,0,0
256010,0,1,None,No damage,4/5/2008,Landing Roll,Some Cloud,0,0,ATIS WARNING. BIRD HIT FUSELAGE JUST IN FRONT OF F/O'S WINDSHLD. NO DMG. RECENT SAFETY MEETING AT HNL HAD INDICATED THT BIRD STRIKES WILL BE MORE PREVALENT DURING THE NEXT MONTH OR SO DUE TO MIGRATION.,237,0,0,0
257262,0,1,Other,No damage,4/5/2008,Take-off run,No Cloud,0,0,HIT BIRD 500' S OF TWY Z. FLT CONTD TO MIA. CAPT HEARD A LOUD BANG THEN REMAINS ON LEFT FRONT WINDSHLD. FOOT AND BODY PARTS ON WIPER. OPERATED WIPER TO REMOVE REMAINS. CAL FROM DFW TWR STATED WE TOOK OFF IN A FLOCK OF BIRDS.,2208,1,0,0
257263,0,1,None,No damage,4/5/2008,Climb,No Cloud,0,0,,5,0,0,0
250785,0,1,None,No damage,4/6/2008,Take-off run,No Cloud,0,0,,154,1,0,0
257959,1,1,Other,No damage,4/6/2008,Approach,No Cloud,0,0,STRIKE Cause REDUCED VISABILITY FOR F/O.,0,0,0,0
252185,1,1,None,No damage,4/6/2008,Descent,No Cloud,0,0,SML BIRDSTRIKE BELOW F/O'S WINDOW AND AFT OF PITOT TUBES. NO VIZ DMG.,5,0,0,0
256785,0,1,None,No damage,4/6/2008,Approach,No Cloud,0,0,NO DMG.,5,0,0,0
252823,0,1,Precautionary Landing,Cause damage,4/6/2008,Climb,Overcast,0,0,"ATIS WARNING. BIRD WAS POSSIBLY A RAVEN. TRIED TO AVOID THE BIRD BUT IT TURNED IN THE SAME DIRECTION. HIT PROP, THEN NOSE BOWL AND COWLING AREA. (PART INDICATED AS BEING DAMAGED BUT NO DETAILS)",75,1,0,0
247336,1,1,None,No damage,4/6/2008,Descent,No Cloud,0,0,,5,0,0,0
253446,0,1,None,No damage,4/7/2008,Approach,Overcast,0,0,REMAINS OF 3RD WINTER HERG FOUND 100' W OF CL@ E.,59,1,0,0
254002,1,1,None,Cause damage,4/7/2008,Approach,Some Cloud,0,0,BIRD DOVE FROM ABOVE OUT OF SIGHT AND STRUCK A/C NOSE. A/C WAS IN TRAFFIC PATTERN WITHIN 1 MILE OF ARPT. REPLACED SKIN ON A/C. PHOTO.,35,0,43292,0
251156,0,1,None,No damage,4/8/2008,Approach,Some Cloud,0,0,"REMAINS RECOVERED BY RAMP CONTROL ON 8L APPROX 10,000 FT REMAINING MARKER. NO A/C DMG.",1079,1,0,0
254783,1,1,None,No damage,4/8/2008,Approach,Overcast,0,0,ABOUT 7 MILES EAST OF KSAT,5,0,0,0
253802,0,1,None,No damage,4/9/2008,Approach,No Cloud,0,0,POSSIBLY A SPARROW. NO DMG.,5,0,0,0
252317,0,1,None,No damage,4/9/2008,Approach,Some Cloud,0,0,,5,1,0,0
252316,1,1,None,No damage,4/9/2008,Descent,Some Cloud,0,0,TIME OUT OF SERVICE 15 MINUTES.,5,0,0,0
253644,0,1,Other,No damage,4/9/2008,Landing Roll,Some Cloud,0,0,"ID BY SMITHSONIAN, FAA2399. DURING LDG ROLLOUT, SMELLED STRONG ODOR LIKE SOMETHING OVERHEATING. AFTER SHUTDOWN, FUND BIRD REMAINS ON LEFT ENG NACELLE AND INLET AREA. ALL ENG INDICATIONS NORMAL. FLT WAS CANCELLED AND MECHANICS WERE FLOWN IN FROM OAHU. EVEN",237,0,0,0
255393,1,1,Precautionary Landing,Cause damage,4/9/2008,Approach,No Cloud,0,0,PILOT HAD MINOR INJURIES. CUT ON FOREHEAD. A/C WAS BOUT 20 MILES NW OF AIRPORT. AIRCRAFT FRONT SIDE AND REAR WINDOWS DAMAGED. PILOT DECLARED AN EMERGENCY AND LANDED SAFELY. PHOTO OF BLOOD PILOT HOLDING BIRD AND PLANE BEHIND IT.,1368,0,0,1
256023,1,1,None,Cause damage,4/9/2008,Approach,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2388.100% DNA MATCH.  DAMAGED LEFT NOSE/FUSELAGE UNDER CAPT'S WINDSHLD. PHOTO. A/C WILL NOT BE FLOWN UNTIL IT HAS SOME EXTENSIVE INSPN. SKIN DAMAGE IS ABOUT 2 FT IN DIAMETER AND IS PUSHED IN ABOUT 6 INCHES AND TORN IN ONE PLACE. 3 F",31,0,0,0
253804,0,1,None,No damage,4/9/2008,Approach,Some Cloud,0,0,BIRD HIT LE OF RT #2 ENG COWLING WHILE LDG. A/C OUT OF SERVICE ABOUT 20 MINUTES. (DATA ENTRY NOTE: AIRPORT REPT SHOWED THE WING WAS STRUCK). AIRPORT OPS NOT ABLE TO INTERVIEW PILOT BUT LEFT 5200-7 FORM IN HIS AIRLNE OFFICE.,59,0,0,0
251278,0,1,None,No damage,4/10/2008,Approach,No Cloud,0,0,"WE HIT A FLOCK OF BIRDS ON FINAL APCH DURING NIGHT. AT LEAST 1, MAYBE MORE, HIT THE VERY TOP OF THE WINDSCREEN IN A GLANCING BLOW AND BLEW AWAY. ONLY REMAINS WERE A FEW STREAKS OF BLOOD.",5,1,0,0
254636,0,1,None,No damage,4/10/2008,Landing Roll,Some Cloud,0,0,,28,1,0,0
254248,0,1,None,No damage,4/11/2008,Approach,No Cloud,0,0,BIRD HIT F/O FWD WINDSHLD JUST PRIOR TO T/D. NO APPARENT DMG.,5,1,0,0
255182,1,1,None,No damage,4/11/2008,Descent,No Cloud,0,0,BIRD WAS BLACK. STRIKE OCCURRED JUST BEFORE SUNOL AT MADN4 ARRIVAL TO OAK.,0,0,0,0
253864,0,1,None,No damage,4/11/2008,Approach,Overcast,0,0,CREW MEMBER REPTD NO DMG.,2960,0,0,0
254781,0,1,Precautionary Landing,Cause damage,4/11/2008,Climb,Some Cloud,0,0,,5,0,54,0
254744,0,1,None,No damage,4/12/2008,Climb,No Cloud,0,0,"DURING T/O, SAW SML FLOCK OF BIRDS, HEARD IMPACT. NO ABNORMAL ENG INDICATIONS. FLT CONTD TO DEST. BIRD REMAINS FOUND ON L SIDE OF FUSELAGE JUST IN FRONT OF NOSE GEAR. N DMG NOTED. LOGBOOK ENTRY MADE.",5,0,0,0
256266,0,1,None,No damage,4/12/2008,Take-off run,No Cloud,0,0,SPARROW SIZED BIRD DESCRIBED BY CAPT,5,0,0,0
256275,0,1,None,No damage,4/12/2008,Take-off run,Overcast,0,0,"DID NOT SEE BIRD, BUT HAD BURNT FEATHER SMELL IN A/C SYSTEM.",5,1,0,0
254957,1,1,None,No damage,4/12/2008,Approach,No Cloud,0,0,HIT F/O WINDSHLD. NO DMG.,5,0,0,0
246596,0,1,None,No damage,4/12/2008,Climb,No Cloud,0,0,HIT FUSELAGE JUST BELOW F/O WINDOW.,5,0,0,0
253476,1,1,,No damage,,,No Cloud,0,0,BIRD NOT RECOVERED. HIT PAST THRESHOLD. UNKN IF THERE IS DMG. CONTINUING TO CHECK,11,0,0,0
255201,0,1,None,No damage,4/13/2008,Approach,No Cloud,0,0,REMAINS FOUND ON 36L @ TWY WK. ID BY WILDLF ADMIIN.,117,1,0,0
253521,0,1,None,No damage,4/13/2008,Landing Roll,Some Cloud,0,0,"ID BY SMITHSONIAN, FAA 2450. FOUND PARTIAL WING AND FEATHERS. ONLY SOUND OF STRIKE HEARD, NO SIGN OF STRIKE ON A/C.",4737,0,0,0
253369,1,1,None,No damage,4/13/2008,Approach,No Cloud,0,0,,5,0,0,0
254376,0,1,None,No damage,4/14/2008,Take-off run,No Cloud,0,0,PILOT SAW STRIKE DURING T/O RUN AT LAX BUT REPTD ARPT AS BOS. DRIED BLOOD & FEATHERS ON RADOME.,0,1,0,0
252166,1,1,None,No damage,4/14/2008,Climb,No Cloud,0,0,"# STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",5,0,0,0
250967,0,1,None,No damage,4/14/2008,Approach,Overcast,0,0,"ID BY SMITHSONIAN, FAA 2402. ARPT CASE 0448.",821,1,0,0
253848,0,1,Precautionary Landing,Cause damage,4/14/2008,Climb,No Cloud,0,0,"ID BY SMITHSONIAN, 2400. ARFF RESPONDED. 4 FAN BLADES DAMAGED. COST REPTD AS $780 FOR EACH OF 4 FAN BLADES THAT HAD TO BE REPLACED. A/C WA OUT OF SERVICE FOR THE AFTERNOON.",3610,1,3377,0
251605,0,1,None,No damage,4/14/2008,Approach,No Cloud,0,0,"PILOT REPTD NO ASSISTANCE, NO REPT NECESSARY",5,1,0,0
253847,0,1,None,No damage,4/14/2008,Climb,No Cloud,0,0,FEATHERS AND BLOOD ON SLAT OF RT WING. NO DMG.,5,1,0,0
249175,0,1,None,No damage,4/15/2008,Landing Roll,No Cloud,0,0,CREW UNABLE TO DESCRIBE BIRD TYPE. STRIKE TO LE OF RT WING. NO OTHER DETAILS AVAILABLE.,0,1,0,0
255204,1,1,None,No damage,4/15/2008,Approach,No Cloud,0,0,"CREW ADVISED THEY SAW 10-20 MED SIZE BID ON APCH. CROW OR RAVEN. NO INDICTION BIRD WAS STRUCK, HOWEVER, CREW HEARD IMPACT.",0,1,0,0
255202,1,1,None,No damage,4/15/2008,Approach,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2416. 100% DNA MATCH. SNARGE SAMPLE WAS TAKEN  FROM THE FUSELAGE. CAPT HEARD IMPACT. MX REPTS NO DMG. FAA FORM 5200-7 WAS GIVEN TO PILOT",4244,0,0,0
253591,0,1,None,No damage,4/16/2008,Landing Roll,No Cloud,0,0,HIT LEADING EDGE OF L WING INSDIE OF THE PYLON. NO DMG OR REMAINS AVAILABLE.,5,1,0,0
253590,0,1,Precautionary Landing,No damage,4/16/2008,Approach,Overcast,0,0,,0,0,0,0
254197,0,1,None,No damage,4/16/2008,Approach,No Cloud,0,0,"ALT REPTD AS UNDER 100 FT AGL. PHASE REPTD AS DESCENT, BIRD AS SWALLOW/SWIFT. (DATA ENTRY NOTE: CHANGED PHASE TO APCH)",5,0,0,0
256220,1,1,None,No damage,4/17/2008,Descent,No Cloud,0,0,"SOUTH OF ARPT. NEVER SAW BIRD, JUST HEARD STRIKE ON WINDSCREEN. NO DMG.",5,0,0,0
252143,0,1,None,No damage,4/17/2008,Take-off run,Some Cloud,0,0,PILOT REPTD TO TWR STRIKING A BIRD OR BIRDS ON T/O. RWY CHECK FOUND NO REMAINS. FLT CONTD. NO EFFECT ON FLT. BIRD ACTIVITY APPEARED TO BE LIGHT AFTER THE INCIDENT. NOTAM WARNINGS.,0,1,0,0
250470,1,1,None,No damage,4/17/2008,Descent,No Cloud,0,0,"DURING DESCENT NOTED A POPPING SOUND FROM L SIDE OF A/C. (OVER MT SOLEDAR, OR 320 RADIAL FROM MZB, 3.0 DME) UPON LDGL FOUND EVIDENCE OF BIRDSTRIKE ON FUSELAGE JUST AHEAD OF AND BELOW CAPT'S WINDSCREEN. NO DMG.",5,0,0,0
256786,1,1,None,Cause damage,4/17/2008,Descent,No Cloud,0,0,WIPER BLADE ON F/O WINDSCREEN WAS BENT.,75,0,0,0
254157,0,1,None,No damage,4/17/2008,Climb,No Cloud,0,0,ATIS WARNING. HIT JUST BELOW CO/P WINDSCREEN.,0,1,0,0
251953,0,1,None,No damage,4/18/2008,Take-off run,No Cloud,0,0,WE SAW SOME BIRDS DURING T/O ROLL BUT HAD NO IDEA WE HIT 1 UNTIL DEPLANING AT GEG. A PAX REPTD HE THOUGHT HE SAW 1 HIT THE WING INBD OF #1 ENG DURING T/O. I FOUND REMAINS INBD OF THE #1 ENG ON WING LE. WROTE IT UP AND MX WAS CALLED. 1/2 HOUR OUT OF SERVIC,0,0,0,0
253758,1,1,None,No damage,4/18/2008,Climb,No Cloud,0,0,,5,0,0,0
254322,1,1,None,No damage,4/18/2008,Approach,No Cloud,0,0,NO APPARENT DMG.,5,0,0,0
253910,0,1,None,No damage,4/18/2008,Landing Roll,No Cloud,0,0,PILOT REPTD BIRDSTGRIKE WHILE DECELERATING ON LDG ROLL. OPS FOUND NO A/C DMG AND PICKED UP REMAINS FROM CENTER OF RWY.,91,1,0,0
255501,0,1,None,No damage,4/18/2008,Approach,Overcast,0,0,NO DMG REPTD BY PILOT,5,0,0,0
252538,0,1,None,No damage,4/19/2008,Approach,No Cloud,0,0,,5,0,0,0
254386,0,1,None,No damage,4/19/2008,Landing Roll,Some Cloud,0,0,NO DMG. ARPT CASE A08-04635,814,1,0,0
252704,1,1,None,No damage,4/19/2008,Climb,Some Cloud,0,0,SAME PERSON FILED ALL THREE REPORTS. INFO BASICALLY THE SAME.,0,0,0,0
250727,0,1,None,No damage,4/20/2008,Climb,Some Cloud,0,0,,5,0,0,0
251473,0,1,None,No damage,4/20/2008,Climb,Some Cloud,0,0,HIT ABOVE F/O HEAD ON FUSELAGE.,5,0,0,0
254321,0,1,None,No damage,4/20/2008,Take-off run,No Cloud,0,0,ARPT HAD NO INFO ON SPECIES.,5,1,0,0
256284,1,1,None,No damage,4/20/2008,Approach,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2427. FLEW THROUGH A FLOCK OF BIRDS ON APCH. FOUND BLOOD SMEAR ON LE OF LEFT HORIZ STABILIZER. ARPT SECURITY COLLECTED BLOOD SAMPLE. NO DMG.",1105,0,216,0
254369,1,1,None,No damage,4/20/2008,Approach,No Cloud,0,0,HEARD BIRDSTRIKE TO RADOME AT SWATT INTXN. POST FLT INDICATED A STREAK WHERE BIRD HAD HIT. NO DMG. ONLY COST WAS FOR CONTRACT MX INSPN. NO DELAY AS A/C WAS TERMINATING FOR THE NIGHT AT SAN.,5,0,0,0
254025,1,1,None,No damage,4/20/2008,Approach,No Cloud,0,0,ON DOWNWIND,5,0,0,0
254370,1,1,None,No damage,4/20/2008,Approach,Some Cloud,0,0,NO DMG.,5,1,0,0
250807,0,1,None,No damage,4/20/2008,Approach,No Cloud,0,0,"NOTICED A FEW MED BIRDS CROSSING RWY 34L JUST PRIOR TO TOUCHDOWN. HEARD 1 THUMP NEAR NOSE GEAR. NO DMG FOUND.  PAPER TOWEL USED TO CLEAN THE AIRCRAFT WAS SENT TO THE SMITHSONIAN WHO COULD ONLY SAY IT WAS A PASSERINE (FAA 2429). HOWEVER, REMAINS WERE FOUND",1,0,0,0
253166,0,1,None,No damage,4/20/2008,Approach,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2420.  NO DMG.",107,1,0,0
253989,0,1,None,Cause damage,4/20/2008,Climb,No Cloud,0,0,1 FAN BLADE DAMAGED,1,0,0,0
257653,0,1,None,No damage,4/20/2008,Approach,Some Cloud,0,0,PILOT REPTD HITTING 2 BIRDS ON ARRIVAL. 1 SWALLOW FOUND ON RWY. AREA OF IMPACT ON A/C UNKN. NO DMG.,624,1,0,0
254195,0,1,None,No damage,4/21/2008,Approach,Some Cloud,0,0,"SPARROW? LOOKED AS IF BIRD GLANCED OFF ENG NACELLE. BIRD REPTD AS ""SPARROW?""",5,1,0,0
249293,1,1,None,No damage,4/21/2008,Descent,No Cloud,0,0,"HEARD AND FELT THUMP IN AREA BELOW CAPT'S RUDDER PEDALS. UPON LDG, SAW INDICATION OF GLANCING BIRDSTRIKE ON LWR L RADOME. NO DMG. MX INSPN.",5,0,0,0
255502,0,1,None,No damage,4/21/2008,Landing Roll,Overcast,0,0,PILOT REPTD BIRDSTRIKE LANDING RWY 10L. JUST BEFORE T/D. ABOUT 1000-1500 FT FROM THRESHOLD. PILOT SAW FLASH OF ORANGE. REMAINS FOUND ON RWY. NO DMG.,81,0,0,0
254192,0,1,None,No damage,4/21/2008,Approach,No Cloud,0,0,,5,0,0,0
255193,1,1,None,No damage,4/21/2008,Approach,No Cloud,0,0,MX INSPN. NO DMG.,0,0,0,0
252856,0,1,None,No damage,4/22/2008,Approach,Overcast,0,0,NO DMG. PILOT REPTD A FLOCK OF 15 BIRDS AT 200' ON FINAL. BIRD HIT NOSE CONE. (DATA ENTRY NOTE: ALT REPTD AS 200' AND 500' - TOOK AVERAGE),0,0,0,0
255281,1,1,None,No damage,4/22/2008,Climb,No Cloud,0,0,JUST DEPARTED KATL ON 070 HDG @ 5000 MSL,5,0,0,0
254805,0,1,None,No damage,4/22/2008,Take-off run,Some Cloud,0,0,,2475,0,0,0
255282,1,1,None,No damage,4/22/2008,Approach,No Cloud,0,0,,75,0,0,0
253724,1,1,None,No damage,4/22/2008,Climb,Some Cloud,0,0,NO DMG SEEN. FLT CONTD TO DEST. REMAINS FOUND ON POST-FLT INSPN ON NOSE AND RADOME.,0,0,0,0
253725,1,1,None,No damage,4/22/2008,Descent,No Cloud,0,0,,0,1,0,0
251678,0,1,None,No damage,4/22/2008,Landing Roll,Some Cloud,0,0,,45,1,0,0
252725,0,1,None,No damage,4/23/2008,Approach,No Cloud,0,0,NO DMG.,5,1,0,0
253659,1,1,None,No damage,4/23/2008,Climb,No Cloud,0,0,,5,1,0,0
254626,1,1,Precautionary Landing,Cause damage,4/23/2008,Descent,No Cloud,0,0,"INCIDENT OCCURRED JUST PRIOR TO ENTERING PATTERN FOR RWY 31. BIRD HIT RT WING CAUSING DMG TO EXTREME LEADING EDGE. PILOT DID NOT SEE BIRD, BUT PASSENGER SAW IT ABOVE THE A/C JUST PRIOR TO IMPACT.",75,0,0,0
249561,0,1,None,No damage,4/24/2008,Approach,No Cloud,0,0,"OUT OF SERVICE 20 MINS. # STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",5,0,0,0
253293,0,1,None,No damage,4/24/2008,Take-off run,Some Cloud,0,0,CAPT SAW SML BIRD HIT COCKPIT L SIDE BY SLIDING WINDOW ON T/O,5,0,0,0
253865,1,1,None,No damage,4/24/2008,Approach,No Cloud,0,0,"# STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",5,0,0,0
252183,1,1,None,No damage,4/24/2008,Descent,Some Cloud,0,0,ATIS WARNING. BIRD HIT LWR L SIDE BEHIND RADOME. FWD OF NOSE GEAR.,5,1,0,0
255115,0,1,Precautionary Landing,No damage,4/24/2008,Take-off run,Overcast,0,0,"AFTR PREC LDG, NO VISIBLE DMG TO PLANE. MX BELIEVE TURKEY HIT ONE OF THE TIRES. PLANE PULLED OUT OF SERVICE BECause OF REPORTED VIBRATION AFTER THE STRIKE. ENG RUN-UP TESTS CONDUCTED. ID BY WS BIOL.",49,0,0,0
255060,0,1,None,No damage,4/24/2008,Landing Roll,Some Cloud,0,0,,2,1,0,0
253379,0,1,None,No damage,4/24/2008,Approach,No Cloud,0,0,"ID BY SMITHSONIAN, FAA 2424. NO DMG. OUT OF SERVICE 1.5 HRS",515,1,0,0
251248,1,1,None,No damage,4/24/2008,Approach,Some Cloud,0,0,,0,0,0,0
255723,1,1,None,No damage,4/24/2008,Approach,Overcast,0,0,BIRD HIT NOSE ON CAPT'S SIDE ABOUT FOOT LEVEL. NO DMG. RIGHT BASE TO FINAL ON VISUAL APPR 23R.,5,0,0,0
249445,1,1,None,No damage,4/25/2008,Approach,Some Cloud,0,0,NO DMG. BLOOD SMEAR.,5,0,0,0
260969,0,1,None,No damage,4/26/2008,Landing Roll,Some Cloud,0,0,NO DMG PER PILOT,5,1,0,0
250648,0,1,None,No damage,4/26/2008,Take-off run,No Cloud,0,0,NO DMG. LOGBOOK ENTRY MADE.,5,0,0,0
252406,0,1,None,No damage,4/26/2008,Approach,No Cloud,0,0,,5,0,0,0
250649,0,1,None,No damage,4/26/2008,Approach,Some Cloud,0,0,,5,0,0,0
254084,0,1,None,No damage,4/26/2008,Approach,Some Cloud,0,0,NO DMG,5,0,0,0
251820,1,1,None,No damage,4/26/2008,Climb,No Cloud,0,0,,5,0,0,0
253021,0,1,None,Cause damage,4/26/2008,Approach,No Cloud,0,0,RADOME HAD 2 SQ FT DELAMINATION DMG.,0,0,0,0
252784,0,1,None,Cause damage,4/26/2008,Approach,No Cloud,0,0,BIRDSTRIKE DMG TO L/H #1 SLAT. ARPT BIOL HAD NO INFO ON THIS STRIKE.,0,0,0,0
252805,1,1,None,No damage,4/27/2008,Descent,No Cloud,0,0,BIRDSTRIKE ON LWR PART OF RADOME ON CAPT'S SIDE. NO DMG. LOGBOOK ENTRY MADE. ENG PARAMETERS NORMAL. CONTACTED DISPATCH AND MX. HAD CONTRACT MX DO INSPN.,0,0,0,0
253821,1,1,None,No damage,4/27/2008,Descent,No Cloud,0,0,,5,0,0,0
254474,1,1,None,Cause damage,4/27/2008,Approach,Overcast,0,0,"I SAW A WHITE OBJECT OUT MY L SIDE WINDOW FOR LESS THAN 1 SECOND. I THOUGH WE MAY HAVE JUST HIT SOMETHING AND TOLD MY F/O. I DID NOT HEAR OR FEEL ANYTHING. AT THE GATE, THE NEXT F/O DID AN PRE-FLT INSPN AND FUND A DENT ON THE #1 ENG NACELLE. MX WAS NOTIFI",0,0,16234,0
257560,0,1,None,No damage,4/27/2008,Take-off run,No Cloud,0,0,,1,1,0,0
253530,0,1,None,No damage,4/28/2008,Approach,No Cloud,0,0,OUT OF SERVICE 15 MINS.,5,1,0,0
254593,1,1,None,No damage,4/28/2008,Approach,No Cloud,0,0,,0,0,0,0
255429,1,1,None,No damage,4/28/2008,Approach,No Cloud,0,0,"AT APPROX 30 MILES OUT A BIRD WAS STRUCK AT 10,000 FT ALT. HIT F/O WINDOW. NO DMG NOTED.",0,0,0,0
